PMATPUB_EF;PMATPUB_EM;DIST_EF_PUB;DIST_EM_PUB;IDEB_AI;IDEB_AF;DOCSUP_EF_PUB;DOCSUP_EM_PUB;TXMOINF;TXBRUTAMORT;TXCOBPLP;PINTERSAP;PINTERDRSAI;REN_TRPCBF_D;REN_TRPCBPC_D;PDEFAGUA;PDEFESGOTO;PDEFLIXO;PDEFSAN;PPOB_POS;PBF;SNIS_PAGUA;PFOCOS;POP_TOT;NOME;IBGE;estado;municipio;data;casosAcumulado;obitosAcumulado;interior/metropolitana;Região;Porte;Capital;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FUND15A17;R1040;RDPC;RDPC1;RDPC4;RMPOB;RPOB;PMPOB;PPOB;GINI;POP;POPTOT;IDHM_E;IDHM_L;IDHM_R;IDHM;LON;LAT;ANNUAL;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC
100.0;100.0;5.8;5.2;7.0;4.7;77.1;49.1;0.0;5.02;7.06;9.3;0.0;66.75;123.55;31.52;35.02;10.93;9.93;73.48;48.6;92.58;0.01;7973;Tapiraí;355350;SP;Tapiraí;2020-11-01;162;3;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-47.5067;-23.9616;3057;2751;3748;3043;3313;3005;3196;3068;3848;2366;2130;2706;3507
89.57;92.41;10.8;17.6;6.1;4.8;64.8;86.0;0.0;6.66;14.56;18.45;0.14;55.32;94.81;12.25;5.28;6.44;3.52;85.86;65.98;100.0;0.04;13062;Tapiratiba;355360;SP;Tapiratiba;2020-11-01;200;1;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-46.7452;-21.4718;4709;3937;4694;3999;5099;4911;5049;5272;6149;4739;4517;4041;4101
82.86;88.39;5.7;7.3;6.2;4.8;80.8;74.2;11.01;7.43;28.26;23.94;3.4;52.47;129.08;2.51;0.34;2.19;0.17;77.69;63.44;100.0;0.07;56951;Taquaritinga;355370;SP;Taquaritinga;2020-11-01;1189;39;0;Região Sudeste;Médio;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-48.5108;-21.4053;4962;4323;5058;4454;5171;4994;5001;5215;6123;4726;4864;4712;4903
85.13;91.46;5.9;7.6;7.0;5.3;77.0;66.4;17.36;7.75;4.77;24.69;1.96;44.42;235.46;8.04;5.76;4.57;2.68;72.83;43.19;100.0;0.0;23240;Taquarituba;355380;SP;Taquarituba;2020-11-01;450;8;0;Região Sudeste;Pequeno II;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-49.2439;-23.533;4256;3998;4586;4220;4518;3825;3802;3909;5202;3889;4012;4376;4732
100.0;100.0;9.3;8.7;6.7;4.9;78.5;61.9;10.53;4.55;9.78;13.47;0.59;87.41;65.87;16.9;46.17;5.43;3.99;85.37;53.9;100.0;0.0;5715;Taquarivaí;355385;SP;Taquarivaí;2020-11-01;50;1;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-48.6952;-23.9216;3907;3744;4310;3875;4223;3605;3573;3654;4841;3458;3354;3766;4480
100.0;100.0;5.6;25.8;6.6;5.0;59.7;85.0;0.0;6.03;10.3;14.41;0.81;41.93;102.37;9.03;5.32;6.4;3.92;73.66;45.59;95.36;0.0;7302;Tarabai;355390;SP;Tarabai;2020-11-01;204;5;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-51.5626;-22.3021;5031;4785;5227;5245;5319;4531;4514;4750;5794;4460;4846;5219;5676
100.0;100.0;9.7;18.9;6.8;4.9;76.9;63.6;14.35;5.98;11.8;11.82;0.48;66.73;91.85;2.96;0.31;1.14;0.15;62.26;42.83;100.0;0.01;14547;Tarumã;355395;SP;Tarumã;2020-11-01;261;5;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-50.57899999999999;-22.7433;4805;4502;4905;4750;5174;4479;4381;4682;5796;4369;4528;4833;5257
82.14;85.72;7.6;8.5;6.4;4.7;70.7;54.1;12.99;7.1;25.78;11.79;0.45;31.55;90.83;5.08;2.96;1.1;0.3;81.21;52.65;100.0;0.01;118939;Tatuí;355400;SP;Tatuí;2020-11-01;2755;75;0;Região Sudeste;Grande;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-47.8465;-23.3492;4473;3901;4756;4389;4780;4227;4352;4260;5505;4210;4197;4326;4769
78.47;78.28;15.2;15.0;6.4;5.3;74.8;69.5;12.53;6.63;33.53;12.46;0.09;20.02;111.62;3.85;1.99;0.61;0.16;70.66;40.35;100.0;0.05;307953;Taubaté;355410;SP;Taubaté;2020-11-01;5719;147;0;Região Sudeste;Grande;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-45.5597;-23.0109;4085;3755;4600;3787;4416;3890;3964;4012;5214;3849;3766;3577;4189
91.34;97.18;4.6;10.9;6.5;5.0;65.0;62.1;14.08;6.9;18.0;29.49;3.93;88.99;105.02;19.38;10.74;19.84;9.57;80.29;57.17;100.0;0.09;22914;Teodoro Sampaio;355430;SP;Teodoro Sampaio;2020-11-01;290;6;0;Região Sudeste;Pequeno II;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-52.1686;-22.5304;4919;5002;5137;5111;5179;4429;4416;4515;5554;4374;4649;5148;5514
84.08;80.07;11.1;10.8;5.8;4.6;76.0;71.2;9.42;6.51;34.06;17.41;1.2;26.6;72.31;4.25;1.58;0.82;0.21;65.64;42.48;100.0;0.02;41022;Tietê;355450;SP;Tietê;2020-11-01;673;24;0;Região Sudeste;Pequeno II;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-47.7168;-23.1106;4646;4088;4962;4633;5006;4375;4435;4403;5596;4363;4423;4518;4951
100.0;100.0;6.2;2.4;6.1;5.5;86.0;63.9;47.62;10.78;2.6;23.26;0.84;70.14;186.0;33.53;26.3;5.01;3.76;69.08;46.34;94.12;0.0;2690;Timburi;355460;SP;Timburi;2020-11-01;20;1;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-49.6069;-23.205;4615;4186;4931;4626;4976;4139;4115;4337;5507;4183;4383;4716;5283
100.0;100.0;13.9;19.3;6.8;5.2;68.8;51.1;0.0;8.77;3.88;16.56;0.63;46.96;151.91;15.25;33.08;2.47;2.47;61.22;36.41;100.0;0.0;2395;Torre de Pedra;355465;SP;Torre de Pedra;2020-11-01;20;2;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-48.1959;-23.2466;4496;4043;4805;4376;4860;4208;4239;4324;5518;4198;4173;4381;4829
96.8;100.0;4.5;8.2;6.2;4.9;78.3;60.7;19.42;10.07;6.92;14.98;1.32;35.93;134.51;4.22;1.12;0.79;0.29;54.7;34.81;100.0;0.01;9934;Torrinha;355470;SP;Torrinha;2020-11-01;172;6;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-48.169;-22.426;4661;3857;4700;4364;4950;4541;4615;4751;5854;4558;4528;4529;4688
78.82;82.42;17.0;21.6;6.3;5.4;83.3;62.1;11.95;5.18;22.29;9.94;0.11;57.62;69.67;16.01;41.59;8.27;4.6;86.97;67.69;100.0;0.01;45904;Tremembé;355480;SP;Tremembé;2020-11-01;414;3;0;Região Sudeste;Pequeno II;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-45.5479;-22.9576;4085;3755;4600;3787;4416;3890;3964;4012;5214;3849;3766;3577;4189
100.0;100.0;6.3;10.6;7.1;4.9;71.0;57.1;0.0;8.15;11.79;18.84;0.64;56.73;139.42;3.53;0.37;4.14;0.37;56.02;30.45;100.0;0.01;5767;Três Fronteiras;355490;SP;Três Fronteiras;2020-11-01;258;9;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-50.8899;-20.235;5176;4538;5170;4870;5371;5192;5256;5390;6314;4767;5023;4924;5303
100.0;100.0;9.0;22.6;6.6;5.5;81.3;79.8;18.87;8.67;14.2;12.7;0.0;42.83;55.56;41.65;16.96;1.94;0.26;75.01;43.23;98.84;0.0;6689;Tuiuti;355495;SP;Tuiuti;2020-11-01;65;1;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-46.6941;-22.8198;4565;3731;4665;4240;4814;4521;4580;4737;5812;4566;4391;4163;4560
76.58;89.99;3.5;8.6;6.7;4.9;74.1;67.3;15.03;9.02;18.9;20.94;1.23;26.68;185.5;4.17;1.05;2.3;0.63;59.28;34.98;100.0;0.01;65758;Tupã;355500;SP;Tupã;2020-11-01;939;39;0;Região Sudeste;Médio;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-50.5195;-21.934;4969;4563;5044;4814;5205;4699;4753;4952;6079;4397;4782;4938;5407
78.89;77.54;5.1;11.7;7.7;6.0;80.5;55.2;0.0;9.73;17.07;22.71;3.72;27.12;123.7;8.86;6.37;7.4;4.54;58.87;35.02;99.46;0.0;15321;Tupi Paulista;355510;SP;Tupi Paulista;2020-11-01;221;2;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-51.5746;-21.3865;5069;4760;5116;5086;5366;4866;4874;4946;5893;4567;4890;5073;5393
100.0;100.0;11.2;21.0;6.3;5.0;85.5;72.6;10.87;4.93;15.74;14.92;0.94;31.88;90.01;5.91;0.99;3.03;0.38;72.78;51.33;98.62;0.01;6080;Ubarana;355535;SP;Ubarana;2020-11-01;286;4;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-49.7202;-21.1654;4997;4585;5037;4706;5262;4739;4874;5126;5886;4674;4944;4940;5198
87.26;91.26;9.3;9.7;5.8;4.8;71.9;69.4;14.15;5.74;12.02;15.18;0.1;64.15;187.49;43.08;7.52;0.73;0.16;85.87;70.36;75.38;0.0;88313;Ubatuba;355540;SP;Ubatuba;2020-11-01;1606;39;0;Região Sudeste;Médio;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-45.0838;-23.4336;3028;2994;3926;2882;3506;3258;3434;3284;3884;2337;2030;1897;2909
100.0;100.0;5.5;8.3;5.5;5.1;79.8;64.8;11.63;9.51;3.91;14.29;0.35;75.85;99.72;18.56;15.8;5.01;4.24;74.56;47.69;96.55;0.0;4734;Ubirajara;355550;SP;Ubirajara;2020-11-01;76;1;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-49.6617;-22.5277;4733;4127;4769;4532;5176;4454;4470;4750;5863;4421;4550;4641;5042
100.0;100.0;4.8;12.2;6.1;4.9;74.6;64.7;0.0;6.13;13.61;31.07;3.85;19.88;118.06;11.22;7.21;11.06;3.85;46.96;22.44;100.0;0.01;1793;União Paulista;355570;SP;União Paulista;2020-11-01;65;2;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-49.8969;-20.887;5037;4519;4892;4637;5268;4966;5064;5302;6273;4773;4886;4821;5044
99.74;100.0;4.2;7.7;7.0;5.4;58.4;68.1;0.0;7.76;13.4;28.14;4.0;55.7;212.79;4.58;1.87;4.84;1.27;69.79;52.23;100.0;0.0;9148;Urânia;355580;SP;Urânia;2020-11-01;321;13;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-50.6459;-20.2459;5105;4447;4960;4695;5225;5173;5261;5456;6315;4777;4984;4779;5183
63.43;65.55;17.5;22.1;6.5;5.5;82.6;64.5;7.18;5.92;52.41;13.9;0.37;21.02;71.0;15.05;20.01;0.89;0.81;71.94;52.07;94.84;0.02;124024;Valinhos;355620;SP;Valinhos;2020-11-01;3078;104;1;Região Sudeste;Grande;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-46.9978;-22.9703;4578;3910;4653;4381;4882;4369;4512;4656;5636;4446;4441;4385;4662
87.98;89.94;5.3;19.1;7.2;5.0;70.5;55.3;15.53;6.09;19.16;37.94;1.09;37.11;113.81;1.79;0.15;0.71;0.04;71.82;52.12;100.0;0.03;25632;Valparaíso;355630;SP;Valparaíso;2020-11-01;659;19;0;Região Sudeste;Pequeno II;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-50.8703;-21.2234;5059;4733;5148;4959;5283;4805;4894;5087;6025;4594;4892;4974;5307
100.0;100.0;13.5;26.5;5.6;4.6;63.0;51.8;17.54;5.82;19.58;15.94;0.61;72.32;90.35;44.15;59.87;0.56;0.2;76.75;68.91;97.68;0.01;10143;Vargem;355635;SP;Vargem;2020-11-01;79;1;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-46.4128;-22.8875;4479;3604;4536;4116;4926;4391;4507;4619;5721;4356;4277;4172;4529
86.09;91.36;11.4;13.7;7.1;5.0;74.6;74.0;10.79;7.8;29.28;24.25;1.01;16.86;97.04;4.8;3.31;3.08;1.9;70.82;37.78;99.41;0.06;42310;Vargem Grande do Sul;355640;SP;Vargem Grande do Sul;2020-11-01;979;17;0;Região Sudeste;Pequeno II;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-46.8917;-21.8327;4786;4044;4782;4228;5185;4846;4997;5152;6021;4752;4636;4406;4385
80.56;85.22;9.4;13.3;6.2;4.9;73.1;56.7;8.11;5.2;24.01;11.03;0.33;62.9;117.62;12.07;15.69;1.75;0.48;83.19;66.28;96.52;0.0;50346;Vargem Grande Paulista;355645;SP;Vargem Grande Paulista;2020-11-01;665;28;1;Região Sudeste;Pequeno II;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-47.0224;-23.5998;3859;3289;4306;3815;4145;3706;3867;3794;5046;3498;3276;3487;4075
71.3;67.03;14.6;19.4;7.2;5.3;84.7;72.7;9.5;5.82;48.64;16.95;0.52;19.64;44.04;4.79;1.12;0.7;0.12;59.91;42.1;95.04;0.01;75129;Vinhedo;355670;SP;Vinhedo;2020-11-01;2003;38;1;Região Sudeste;Médio;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-46.9837;-23.0307;4578;3910;4653;4381;4882;4369;4512;4656;5636;4446;4441;4385;4662
78.09;82.85;7.6;6.8;5.8;4.5;77.6;74.2;8.97;7.67;39.59;33.74;2.55;17.07;81.89;2.01;0.19;1.28;0.11;41.91;19.3;98.05;0.04;18654;Viradouro;355680;SP;Viradouro;2020-11-01;466;10;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-48.2934;-20.8738;5068;4466;5290;4582;5287;5146;5268;5490;6259;4713;4691;4720;4903
100.0;100.0;3.8;2.8;6.8;4.9;82.6;67.6;66.67;8.18;7.2;18.39;1.66;16.9;54.79;11.17;11.17;6.28;6.28;47.29;19.9;100.0;0.0;1833;Vitória Brasil;355695;SP;Vitória Brasil;2020-11-01;36;0;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-50.4839;-20.197;5068;4391;4917;4677;5266;5159;5183;5448;6317;4845;4891;4700;5023
86.38;90.85;3.9;8.0;6.6;5.4;81.9;62.4;13.64;6.64;36.59;15.55;0.31;24.69;66.48;6.84;6.21;0.76;0.25;80.57;57.31;99.7;0.03;119898;Votorantim;355700;SP;Votorantim;2020-11-01;2647;86;0;Região Sudeste;Grande;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-47.4392;-23.5451;4364;3883;4653;4175;4598;4137;4209;4198;5361;4100;4100;4200;4755
74.19;80.39;3.2;7.4;6.8;5.2;80.0;78.2;8.61;6.97;31.21;15.37;0.61;23.59;168.01;2.58;1.63;1.75;0.83;62.68;40.67;100.0;0.04;92768;Votuporanga;355710;SP;Votuporanga;2020-11-01;5404;107;0;Região Sudeste;Médio;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-49.9785;-20.4241;5072;4530;4929;4615;5314;5102;5201;5514;6196;4869;4811;4792;4984
90.39;100.0;7.4;13.3;6.5;4.5;83.3;84.2;5.29;8.73;18.09;40.59;6.72;56.9;116.5;2.5;3.25;0.97;0.81;78.14;52.66;100.0;0.02;12487;Chavantes;355720;SP;Chavantes;2020-11-01;111;2;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-49.71;-23.0371;4720;4200;4890;4632;5218;4316;4371;4534;5775;4311;4457;4705;5226
96.29;100.0;15.4;19.2;6.6;4.8;82.4;73.3;7.87;5.69;29.96;13.76;0.32;32.82;55.45;16.68;5.12;4.93;1.04;83.41;52.8;100.0;0.01;11067;Estiva Gerbi;355730;SP;Estiva Gerbi;2020-11-01;164;5;0;Região Sudeste;Pequeno I;0;76.26;9.56;10.38;41.26;9.32;2.93;5.43;4.1;84.14;14.99;1133.15;196.92;1064.88;94.26;234.69;4.9;13.49;0.528;45089042;45103052;0.828;0.8540000000000001;0.7959999999999999;0.826;-46.9485;-22.2718;4789;4045;4852;4478;5057;4732;4776;4940;5848;4690;4721;4542;4784
95.18;100.0;15.1;32.8;5.9;5.1;57.7;64.9;17.24;10.3;4.65;40.61;7.55;48.84;118.76;17.52;18.75;16.97;9.61;67.02;39.51;100.0;0.01;7768;Abatiá;410010;PR;Abatiá;2020-11-01;81;0;0;Região Sul;Pequeno I;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-50.3129;-23.304;4742;4520;4995;4672;5040;4288;4275;4475;5662;4344;4445;4861;5327
99.58;100.0;7.1;25.3;5.7;4.0;61.1;83.5;10.2;7.83;6.14;11.92;0.26;95.77;118.75;61.34;91.65;37.1;34.12;82.89;53.34;100.0;0.11;6254;Adrianópolis;410020;PR;Adrianópolis;2020-11-01;184;4;1;Região Sul;Pequeno I;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-48.9926;-24.6611;3203;3717;3937;3605;3463;2852;2497;2437;3572;2478;2581;3400;3896
98.58;100.0;19.5;23.2;5.2;4.5;71.1;60.2;8.85;7.53;6.66;15.76;0.33;55.68;124.67;34.26;7.75;21.61;2.63;82.84;57.87;100.0;0.01;9161;Agudos do Sul;410030;PR;Agudos do Sul;2020-11-01;77;1;1;Região Sul;Pequeno I;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-49.3347;-25.9904;3106;3545;3486;3302;3062;2792;2581;2827;3970;2406;2391;3289;3617
91.69;99.36;25.5;35.7;5.1;4.0;75.9;83.6;10.08;5.23;16.54;15.51;0.46;37.42;60.84;5.61;41.25;0.83;0.36;77.77;49.65;100.0;0.03;115364;Almirante Tamandaré;410040;PR;Almirante Tamandaré;2020-11-01;2010;61;1;Região Sul;Grande;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-49.3042;-25.3193;3292;3528;3688;3496;3229;2830;2828;2984;4307;2749;2612;3483;3772
98.95;100.0;11.0;24.9;4.9;3.9;97.6;96.1;0.0;11.53;6.75;13.99;0.0;98.76;77.11;44.46;93.48;48.17;40.91;66.1;35.49;100.0;0.01;2948;Altamira do Paraná;410045;PR;Altamira do Paraná;2020-11-01;17;2;0;Região Sul;Pequeno I;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-52.7133;-24.7988;4622;5469;4614;5106;4736;3846;3628;3832;5156;3912;4406;5312;5445
86.34;94.79;7.4;17.8;6.9;5.1;78.6;80.1;12.24;8.32;2.83;11.48;0.89;17.64;152.76;9.82;52.91;11.41;6.61;59.52;30.12;100.0;0.25;21988;Altônia;410050;PR;Altônia;2020-11-01;197;3;0;Região Sul;Pequeno II;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-53.8963;-23.8764;4696;5422;5108;5097;4683;3906;3684;3780;5146;4006;4490;5363;5668
98.1;100.0;16.5;32.6;5.6;4.3;72.2;81.0;0.0;6.06;8.64;35.92;5.25;78.23;128.5;5.75;49.87;4.74;3.5;74.43;53.28;100.0;0.03;14693;Alto Paraná;410060;PR;Alto Paraná;2020-11-01;121;1;0;Região Sul;Pequeno I;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-52.3193;-23.1317;4851;4905;5039;5165;5041;4197;4247;4367;5487;4336;4598;5310;5522
97.62;100.0;13.1;21.2;5.5;4.3;67.9;85.8;7.52;10.47;3.83;14.38;0.43;61.76;228.5;7.6;6.61;5.5;1.0;71.85;50.39;100.0;0.0;10222;Alto Piquiri;410070;PR;Alto Piquiri;2020-11-01;114;4;0;Região Sul;Pequeno I;0;75.55;8.94;10.37;42.7;8.22;4.9;8.37;6.17;76.56;11.96;968.17;194.8;961.46;99.92;233.11;5.08;13.5;0.488;11309086;11310996;0.764;0.843;0.7709999999999999;0.792;-53.4405;-24.0229;4736;5324;5122;5187;4775;3983;3716;3909;5202;4065;4518;5401;5629
