"perc_matricula_epf";"perc_matricula_epm";"tx_distorcao_idade_serie_epf";"tx_distorcao_idade_serie_epm";"ideb_ai_ef";"ideb_ai_em";"perc_docente_epf";"perc_docente_epm";"tx_mortalidade_infantil";"tx_mortalidade_bruta";"perc_pop_cobertura_plano_saude";"perc_internacao_falha_aps";"perc_internacao_falha_saneamento";"vl_per_capita_bolsa_familia";"vl_per_capita_beneficio_prestacao_continuada";"perc_pop_cadunico_sem_abastecimento_agua";"perc_pop_cadunico_sem_esgotamento_sanitario";"perc_pop_cadunico_sem_coleta_lixo";"perc_pop_cadunico_sem_saneamento";"perc_pop_pobre_cadunico";"perc_pop_cadunico_bolsa_familia";"perc_pop_urbana_com_abastecimento_agua";"perc_participacao_queimadas_brasil";"cobertura_ab";"incidencia";"letalidade";"label"
100;100;35,9;34,6;4,4;2,7;32,9;33,1;12,99;2,3;0,28;21,85;0,99;180,32;12,07;25,24;26,33;33,81;15,78;87,43;84,94;99;0,17;100;3996,68477760383;1,38248847926267;"Grave"
100;100;20,3;22,9;4,3;3,9;41,3;32,6;16,18;5,04;0,67;29,87;1,73;221,89;152,71;33,45;49,19;34,93;24,19;92,83;86,66;100;0,19;100;7174,22264419653;1,15798180314309;"Grave"
100;100;25;41;4,3;3,1;12,4;6,2;24,1;3,8;0,12;33,92;4,56;365,93;35,18;56,91;70,8;79,7;47,11;97,04;83,26;100;0,74;93,71;3571,76783509072;4,25531914893617;"Severo"
100;94,08;22;29,6;5;4;14,8;15,4;39,47;4,12;0,59;24,68;2,73;216,62;144,36;67,76;60,32;71,35;55,48;92,45;81,89;100;0,87;100;13244,4444444444;1,70835875533862;"Grave"
98,43;100;27,4;30,2;4,5;3,7;50,2;58,2;8,88;4,68;0,54;28,06;1,93;154,9;139,68;55,61;81,16;44,47;33,55;88,39;73,04;95;0,44;100;6609,95924153819;1,44772117962466;"Grave"
100;100;21,9;32,7;4,2;3,7;36,8;24,3;8,2;2,97;0,63;42,14;6,28;160,25;144,5;34,17;25,01;37,55;17,09;88,35;73,45;99,01;0,08;100;10943,1524547804;0,354191263282172;"Grave"
100;100;21;21,8;4,2;3,7;35,8;38,2;9,43;3,16;0,7;34,11;4,67;156,75;33,01;31,22;59,58;37,42;24,25;94,19;82,8;94,97;0,08;87,79;3343,4250361985;1,5748031496063;"Grave"
91,12;92,7;28,9;42,9;4,6;3,3;37,7;70,2;15,85;4,9;4,43;25,3;5,64;287,49;220,01;48,16;44,25;32,78;29,82;94,51;86,54;25,24;0,28;52,88;2193,24553396792;3,41854934601665;"Grave"
100;100;49,4;60,6;3,3;2,7;30,2;13,2;16,53;2,7;0,22;56,36;16,78;293,64;142,54;52,29;59,34;49,21;47,67;97,02;92,36;45,63;0,04;26,63;5854,1317114094;0,492610837438424;"Grave"
97,98;100;32,4;47,4;4;3,6;32,4;47,5;26,5;4,56;0,87;30,46;9,18;236,47;176,31;73,12;63,36;54,51;48,17;94,91;91,31;29,25;2,06;48,87;2653,58577996597;2,04638472032742;"Grave"
92,12;90,64;27,3;38,5;5,5;4,8;48,1;56,4;14,07;6,46;4,72;23,38;4,96;130,82;301,18;65,68;77,5;21,74;20,6;88,87;71,98;39,23;23,62;70,1;4206,0393951631;2,66695114145509;"Grave"
100;100;48,1;69,4;3,3;3;21,9;45,5;14,04;2,25;0,25;29,2;4,59;415,2;78;93,31;91,31;66,27;65,72;97,53;94,9;16,69;0,04;35,86;2114,80362537764;1,82724252491694;"Moderado"
79,27;79,2;27,9;49,7;5;3,9;78,4;74,7;13,98;5,32;18,28;22,42;6;85,39;200,64;67,22;23,36;2,23;0,98;83,11;60,27;32,5;0;86,64;1712,40773790492;4,18694126966165;"Grave"
99,76;100;35,8;60,3;4;3,4;33,9;47,4;17,11;4,38;0,32;34,27;13,52;305,65;121,46;56,32;77,09;62,73;38,43;97,12;89,39;11,31;0,16;100;3073,72468368579;1,45454545454545;"Grave"
100;100;35,8;64,3;4,6;4;39,4;55,2;9,98;3,31;0,54;47,84;7,47;203,33;81,35;40,53;76,29;66,28;36,38;94,57;86,71;98,42;0,37;55,83;2172,55751370155;1,20845921450151;"Moderado"
98,98;100;40,2;59;3,9;3,4;29,5;32,1;26,98;3,14;0,26;41,62;11,77;170,82;65,52;34,04;56,09;45,14;27,38;98,74;94,11;62,56;0,66;74,33;878,334417696812;3,20987654320988;"Moderado"
87,99;90,95;35,7;58,7;4,1;3,5;64,4;71,8;10,21;3,84;11,37;19,41;1,93;183,97;111,54;78,66;74,77;26,36;23,08;91,56;81,48;72,84;0,14;94,64;3701,62554666227;2,54123941150245;"Grave"
70,81;76,36;29,9;49,7;4,8;3,5;71,8;75;13,55;6,41;30,4;24,35;4,57;92,44;270,11;23,02;24,26;2,77;1,41;89,34;74,76;71,88;0,02;37,8;3029,72921795115;5,10454545454545;"Severo"
100;100;32,2;52,6;4,6;4,2;36,5;42,1;22,06;4,93;1,14;28,9;6,65;266,57;70,84;52,67;82,9;59,44;35,62;93,52;83,53;99,39;0,45;100;3217,57783059888;2,52252252252252;"Grave"
98,36;100;37,9;57,7;4,7;3,7;47,8;38,4;22,22;4,6;0,77;38,49;19,06;161,05;197,04;55,96;97,58;24,75;24,38;91,45;81,04;100;0,67;100;2452,0191318036;0,987654320987654;"Moderado"
100;100;34,8;63,2;4;2,8;31,6;59,3;27,17;3,54;1,02;12,23;2,01;149,63;51,54;28,26;75,13;54,69;23,66;95,09;77,85;44,98;0,09;100;1686,24478969307;3,37078651685393;"Grave"
93,49;92,56;33;49,9;4,1;3,2;52,8;59,7;12,39;5,32;1,51;19,52;6,3;186,03;211,94;52,78;93,69;38,14;28,1;92,11;81,56;23,2;0,32;100;1988,17883141145;3,80720939651681;"Grave"
100;100;34;55,3;4,4;3,6;48,8;46,2;24,2;2,59;1,44;18,91;3,01;153,47;83,17;52,6;54,74;23,98;16,52;90,63;85,83;14,25;0,98;42,63;478,237841542823;6,84039087947883;"Grave"
99,83;98,54;47,1;60,5;3,5;3,7;29,8;52;15,79;3,64;0,9;23,49;3,75;284,46;212,11;62,58;65,95;47,43;45,64;97,56;92,2;51,49;0,4;57,56;2723,83278609754;3,16060271958839;"Grave"
99,87;100;31,2;52,5;3,5;2,7;56,1;65,9;9,65;2,06;0,07;8,97;1,2;272,75;26,21;82,6;90,07;67,93;62,27;97,96;92,68;75,02;0,92;83,19;1614,71454153641;0,56390977443609;"Moderado"
100;100;36;48,1;3,8;3,2;40,7;61,6;3,03;2,47;0,29;42,99;7,69;364,75;65,39;59,3;50,83;56,23;40,33;97,22;94,71;33,75;0,26;29,4;1328,42925140632;4,23452768729642;"Grave"
93,67;93,92;39,7;52,1;3,8;3,2;37,6;42,1;14,89;3,87;0,71;25,37;6,69;261,12;166,77;61,71;77,49;65,28;55,4;97,74;90,51;99,22;1,03;50,5;3725,57792692021;2,00160128102482;"Grave"
86,09;87,13;20,4;41,4;5;3,6;79,4;55,9;14,59;5,47;47,13;19,43;1,82;127,99;97,21;52,19;64,43;10,01;8,53;89,29;70,94;100;1,61;100;11591,3065201099;1,10153256704981;"Grave"
83,03;72,55;34,9;55,9;4,3;3,1;64,4;65,7;23,08;5,67;5,48;21,6;3,51;115,79;429,82;56,77;93,23;25,23;14,51;94,14;79,97;18,61;0,08;100;1967,23752792256;4,8448145344436;"Grave"
95,5;100;36,4;47,9;3,6;3,1;35,3;56,3;12,27;5,2;1,31;29,35;9,06;168,12;152,01;31,33;49,01;48,26;22,02;93,47;80,99;57,19;0,62;100;1780,88154582789;4,25079702444208;"Grave"
77,56;81,11;32,8;51,6;4,7;3,6;66,7;65,2;10,64;5,36;7,69;17,7;2,14;78,89;207,48;41,51;98,23;9,32;7,02;85,53;60,17;28,36;0,12;86,55;1295,7547387236;7,4703557312253;"Grave"
82,31;86,42;29,1;51,2;4,5;3,4;64,1;59,7;15,44;5,86;2,36;42,12;7,28;104,98;354,65;42,47;45,64;31,57;21,35;85,89;67,18;67,96;3,83;86,73;3837,15187563076;1,11919418019026;"Grave"
99,77;100;22;44,6;5,3;4;61,4;61,2;17,24;7,33;13,96;41,86;11,01;206,01;312,31;32,4;70,52;23,1;13,24;92,61;83,43;100;1,53;100;8640,34836417808;1,12732095490716;"Grave"
93,65;93,24;26,6;51,2;5,3;3,6;47,2;54,7;13,01;3,2;2,11;33,68;10,4;76,02;86,1;47,72;76,11;9,33;7,71;81,68;63,56;100;2,91;87,78;1744,41631795561;1,18460019743337;"Moderado"
99,04;100;29,7;49,1;4,4;3,2;47,8;47,5;12,11;5,29;0,72;47,58;7,24;161,02;100,12;60,41;64,01;42,75;37,2;90,01;76,72;64,69;0,83;51,23;942,478414204062;2,25806451612903;"Moderado"
100;100;27,5;44,6;4,2;3,7;16,2;49,4;26,14;4,42;0,77;49,01;18,81;446,91;81,68;19,65;64,87;26,29;15,52;94,96;88,26;95,77;0,14;100;5806,81980311029;0;"Grave"
99,46;100;37,6;50;3,8;3,5;29,7;63,1;16,24;4,23;0,94;34,98;10,15;239,36;244;86,42;93,56;63,17;61,7;95,52;86,93;17,15;0,31;51,86;2054,30042299243;3,4317637669593;"Grave"
97,45;100;34,4;51,7;4,6;2;35,5;58,5;22,86;4,39;0,69;21,02;1,78;241,38;122,57;45,26;88,01;56,93;36,92;93,66;82,95;83,14;0,08;100;702,493853178785;6,25;"Grave"
92,11;91,23;36;48,9;4,8;4,1;46,1;47,3;19,35;6,71;2,28;25,26;5,73;186,15;320,05;72,67;67,85;18,53;15,86;89,57;76,34;12,11;5,43;81,01;6640,07389137562;1,5132986854173;"Grave"
99,68;100;32,6;47,6;3,8;3,2;54,1;49,8;11,52;3,94;0,53;18,95;2,91;190,86;101,08;87,4;66,09;36,54;32,15;92,77;81,77;35,24;1,37;64,87;1209,60740812193;4,94417862838915;"Grave"
100;100;45,7;78,1;3,8;3,2;13,8;27,5;30,69;10,42;0,81;40,09;11,7;619,09;173,12;84,85;85,89;71,69;69,35;90,94;87,71;100;2,37;77,54;20734,5824543988;0,837821663674446;"Grave"
89,18;90,46;29,8;59,2;4,3;3,4;37,2;52,7;14,93;4,64;0,68;32,17;7,42;202,36;151,61;78,07;89,91;23,07;22;91,41;85,55;26,79;0,3;59,02;1528,00472829677;2,38907849829352;"Moderado"
100;100;45,2;49,2;3,6;3,3;30,6;69;14,93;3,02;0,13;54,61;12,51;250,72;24,04;79,14;96,81;77,12;75,57;97,13;89,8;79,62;0,1;36,21;3209,18331082522;2,87929125138427;"Grave"
100;100;30,6;55,7;3,9;2,6;51,5;88,6;11,11;6,49;0,43;16,41;1,99;216,32;125,97;9,16;41,81;45,69;5,36;91,46;77,46;91,57;0,04;100;2356,90235690236;6,12244897959184;"Grave"
89,12;92,89;26,6;46,9;4,6;3,8;58,2;48,7;18,68;5,1;10,29;16,97;0,39;61,99;189,82;64,55;90,3;20,9;18,86;86,13;62,62;44,01;4,43;34,17;3228,71639285109;2,34918462766564;"Grave"
100;100;32,4;59,7;3,8;3,2;45,5;66,6;6,17;5,62;0,4;17,22;1,26;245,05;155,75;27,69;72,66;36,3;11,58;96,83;89,88;81,37;0,14;85,58;2256,15727810222;3,21543408360129;"Grave"
97,33;96,83;28,6;47,9;4,8;3,7;50,1;71,8;13,94;4,75;5,26;16,7;3,5;124,15;116,15;57,06;84,62;5,98;4,51;87,04;72,51;22,09;0;65,65;960,440488667115;5,78175895765472;"Grave"
99,7;98,93;36,6;57,1;3,9;3,3;49,6;61,3;30,93;4,06;0,54;37;9,22;391,14;189,65;58,02;64,96;44,04;38,97;97,02;92,56;48,04;0,33;78,57;4607,45780625557;1,72043010752688;"Grave"
100;99,09;30,7;64,2;4,8;3,8;42,6;49,2;17,09;3,7;2,24;31,16;11,19;293,04;120,4;74,03;69,39;58,47;46,14;96,03;90,39;13,3;4,49;31,71;1594,73849044785;2,67085624509034;"Moderado"
98,33;100;28,7;41,3;4,4;3,7;67,4;60,1;25,29;5,01;0,88;22,75;3,52;280,81;156,82;62,31;90,98;67,48;50,18;93,99;86,26;36,92;2,32;47,67;2787,51815251656;1,77890724269377;"Moderado"
100;100;39,6;48,8;4;3,5;39;51,7;22,94;4,13;0,36;13,18;0,83;119,82;132,31;91,44;45,77;42,72;26,54;91;74,7;21,04;0,36;100;2089,88348437211;2,94985250737463;"Grave"
100;100;30,4;51,9;4,1;3,6;49,2;71,8;18,63;4,75;1,06;11,16;0,75;186,48;208,4;23,14;55,58;26,92;13,55;93,28;85,89;48,24;0,08;100;2971,48976040691;0,45045045045045;"Grave"
89,94;92,43;29,8;45,9;5;3,6;56,2;35,1;17,71;5,23;1,26;21,59;0,4;93,21;224,52;60,88;93,69;16,02;14,62;81,08;65,66;100;10,8;100;3549,91823222049;1,57303370786517;"Grave"
100;100;29,6;55,7;4,8;3,6;37,2;67,8;11,78;4,44;1,26;52,75;15,42;225,22;173,67;75,32;91,41;62,91;52,94;92,2;81,4;61,81;2,63;53,11;5356,12198631892;1,72984909827015;"Grave"
100;100;44,1;69,8;3,5;3,1;51,5;52,3;23,15;3,54;0,38;33,28;7,76;383,28;60,01;54,76;77,47;52,44;49,91;99,26;96,78;38,83;0,53;53,62;2163,25626996426;3,50877192982456;"Grave"
94,05;93,96;29;42,2;4,8;4,1;25,4;57;23,52;3,78;9,12;20,14;3,8;176,2;152,84;67,05;90,47;50,35;46,1;93,41;84,06;100;2,42;71,22;6554,77081516081;1,24490233955785;"Grave"
100;100;33,6;50;4,5;3,7;42,4;51,1;3,33;4,38;0,77;22,92;6,9;337,59;111,5;44,05;43,69;19,81;8,6;91,81;85,75;22,73;0,11;100;2097,25743258815;1,0989010989011;"Moderado"
91,62;89,96;28,2;51,4;5,7;4,1;74;54,6;10,62;4,12;5,86;16,99;1,86;109,5;188,69;28,35;93,67;13,51;12,34;88,53;68,43;100;5,41;71;3243,77874320615;2,773886242645;"Grave"
90,68;94,78;13,3;38,1;5,7;4,6;62,9;44,6;13,75;3,87;34,57;12,93;1,51;46,71;105,8;34,99;72,42;11,81;9,45;83,91;56,02;91;1,36;68,48;13609,6779932396;0,711692084241104;"Grave"
100;100;35,4;55,1;4,7;3,5;34,3;71,1;26,32;6,11;0,66;15,32;2,05;203,65;48,43;19,24;48,33;33,71;12,9;91,41;73,15;40,75;0,07;100;2404,58015267176;1,05820105820106;"Moderado"
100;100;30,7;46,7;4,1;3,4;36,8;56,8;17,24;2,48;0,5;45,48;18,86;217,3;95,26;32,88;49,82;38,12;27,31;97,09;87,82;64,21;0,31;67,63;3299,24881696946;1,20361083249749;"Grave"
100;100;50,2;56,2;3,3;3,2;23,2;58,7;12,76;2,95;0,31;24,51;2,88;250,04;177,08;68,19;68,6;52,31;50,55;97,61;91,05;6,16;8,01;56,44;3121,58084944133;2,65533722782793;"Grave"
100;100;36,3;61,1;3,5;3,5;31,4;43,3;12,87;3,03;0,19;27,54;3,19;546,56;110,19;53,66;81,1;82,61;47,69;97,51;93,43;87,32;3,87;69,26;2022,91258127774;4,08163265306122;"Grave"
83,51;94,14;23,3;44,7;4,8;3,9;65,5;72,3;17,21;6,27;5,7;19,29;3,55;80,43;272,37;60,86;97,13;8,84;8,24;79,39;62,02;48,02;1,15;49,29;4893,04423748545;1,41263940520446;"Grave"
96,31;96,51;32,1;42,3;4,9;3,4;53,5;53,4;11,51;4,71;2,75;49,35;21,3;102,85;157,93;36,11;97,81;22,79;18,62;89,73;75,89;93,72;2,79;66,47;1119,29307805596;5,96491228070175;"Grave"
96,78;95,53;26,9;59,1;4,2;3,3;53,6;61,8;9,88;5,03;1,54;18,35;3,59;154,73;231,76;33,06;92,6;19,87;9,52;94,17;81,36;99,98;0,02;100;1422,83100406884;5,86145648312611;"Grave"
100;100;31,6;55;4,2;3,7;25,3;59,7;15,87;5,5;0,79;31,45;2,47;324,35;97,9;17,76;77,46;68,62;12,58;97,18;90,31;48,58;0,17;73,64;2169,20678905438;3,59281437125748;"Grave"
100;100;26,4;48,9;5;3,2;42,4;63,1;11,59;5,08;2,92;10,06;0,77;130,44;174,9;23,97;89,21;43,67;17,22;89,81;70,37;99,62;0,05;100;1717,74350966231;3,69318181818182;"Grave"
97,16;100;35,3;45,1;3,8;3,1;38,9;54,2;5,81;4,3;0,44;14,17;3,03;294,35;94,27;93,22;53,63;44,64;33,02;94,46;86,05;20,01;0,19;100;4969,97307931249;1,25;"Grave"
99,5;73,95;30,8;53,7;3,6;2,8;33,8;42,2;27,97;3,45;0,2;33,07;7,33;148,97;34,12;79,53;75,31;55,68;43,5;89,87;75,99;22,25;7,84;100;1765,07266535565;0,543478260869565;"Moderado"
100;100;37,7;55,9;4,2;3,3;42,1;68,3;14,02;4,92;1,7;32,97;13,05;180,84;142,22;31,02;55,74;35,99;19,7;93,27;78,66;71,72;0,08;100;2187,21574464566;3,59168241965974;"Grave"
94,87;98,67;37,9;48,5;3,9;2,8;33,7;54,4;15,82;2,16;0,71;47,42;8,37;90,39;99,58;83,63;95,97;19,02;18,32;88,13;80,7;26,24;7,54;48,46;2270,9287208185;0,560049782202863;"Moderado"
89,45;93,94;23;39;5,5;4,4;37,9;55,5;18,15;5,61;8,82;13,09;0,8;128,98;233,79;50,07;38,89;29,65;20,37;85,01;65,11;71,24;2,94;74,99;3624,68022490567;1,99255121042831;"Grave"
100;100;36,3;65,5;4;2,9;19,1;52;18,6;4,38;0,5;16,94;2,45;252,32;105,02;19,41;97,97;42,55;10,01;95,66;87,68;53,5;0,03;95,99;2943,68843591642;3,4816247582205;"Severo"
94,94;97,28;35,8;55,6;3,9;3;24,8;48,6;17,39;5,11;0,83;34,61;14,73;180,93;253,09;29,83;44,43;21,11;13,82;93,44;78,89;100;0,33;95,24;4533,56933102699;1,24223602484472;"Grave"
100;100;44,7;69,7;3,4;3,3;22,1;43,3;11,43;3,66;0,66;34,26;4,98;295,43;104,48;65,47;86,42;64,43;55,21;97,14;90,42;100;0,57;100;1021,75240176076;2,83018867924528;"Moderado"
96,94;95,81;34,9;48,7;4;3;25,4;27,6;14,01;2,44;0,27;38,1;6,68;92,08;50,08;92,74;96,28;47,64;46,14;92,54;81,48;3,82;32,19;49,77;1737,89721647998;0,78377132319041;"Moderado"
94,14;100;31;54,6;4,4;3,2;46,4;60;24,27;6,73;1,02;19,14;1,6;171,98;119,31;40,59;47,17;47,91;22,89;91,36;77,54;99,96;0,08;100;977,093309175618;4,63576158940397;"Grave"
98,18;100;33,3;41,4;4,4;3,6;33,3;40,6;6,07;5,42;0,74;32,8;19,64;165,28;231,99;49,15;74,75;33,6;26,01;92,56;82,53;100;0,72;100;2455,76318835786;3,03030303030303;"Grave"
100;100;37,7;62,2;3,7;2,5;26,2;46,2;5,88;5,21;0,49;36,76;18,81;337,19;66,38;40,84;56,36;52,6;34,91;91,03;80,92;100;0,63;100;257,050528789659;20;"Grave"
100;100;34,2;49,8;4,1;3,7;20,3;44;15,38;3,4;0,34;41,62;11,05;438,4;99,77;71,65;95,37;64,99;63,03;99,17;94,62;47,04;0,03;78,7;1663,83570105003;2,55220417633411;"Moderado"
100;100;38,2;53,4;4,4;4,2;42,8;61,6;13,47;4,4;1,3;50,99;8,67;520,65;114,43;26,17;43,28;26,58;21,07;97,32;91,9;100;2,99;100;5529,62930351325;2,38853503184713;"Grave"
100;100;30,4;48,2;4;3,3;35,4;51,3;36,65;4,54;1,24;38,65;6,99;220,45;263,33;30,87;52,57;22,13;11,08;96,19;88,14;85,64;0,26;66,72;1677,33571023418;3,14009661835749;"Moderado"
94,93;96,77;32;57,4;4,4;3,4;63,6;66,5;18,34;3,22;1,47;17,27;1,04;127,6;98,33;68,71;45,09;28,49;18,95;93,3;80,87;17,69;1,73;43,84;2162,19355213364;1,61145926589078;"Moderado"
96,35;100;29,3;56,1;4,8;3,2;49,2;67,1;19,42;5,09;0,42;14,54;1,51;272;260,25;20,4;97,77;18,89;12,01;93,27;85,57;98,8;0,04;100;2649,35520659707;3,3112582781457;"Grave"
100;100;19,4;38,9;5,6;4,1;50,3;53,9;10,6;3,4;2,31;35,86;9,39;297,46;106,62;14,67;36,86;14,1;11,91;91,01;83,76;97,4;0,18;100;2218,32721695788;2,22222222222222;"Grave"
98,6;99,69;28,7;63,7;4,6;3,9;29,4;63;14,78;5,02;4,12;26,17;7,54;209,74;164,11;34,58;42,09;30,25;24,56;96,63;87,11;99,7;1,56;38,42;1649,67832893095;4,61689587426326;"Grave"
98,62;100;33,9;55;3,8;3,1;28,3;66,4;30,04;5,28;0,28;34,14;9,48;255,86;140,78;69,89;97,72;67,96;54,9;97,44;88,35;46,12;0,09;100;1823,43563172579;2,9143897996357;"Grave"
92,8;91,91;31,5;46,4;4,5;4;38,4;56,6;15,67;4,39;4,25;54,75;14,31;53,27;177,6;43,13;32,78;23,25;11,13;79,35;50,17;100;0,88;79,5;7351,71912329906;1,09501942776404;"Grave"
93,22;94,12;27,9;46,2;4,6;3,6;55;61;14,61;4,35;3,77;10,36;0,41;136,16;219,03;21,64;50,39;15,88;11,24;87,58;74,08;95,07;0,48;87,82;1834,12356581852;5,82141095214603;"Grave"
99,18;100;18,6;50,6;6;4,8;50,6;67,8;13,92;2,07;0,42;41,02;8,59;97,87;53,29;40,73;90,02;30,79;16,7;91,49;80,68;100;3,2;71,84;1449,80443285528;1,91846522781775;"Moderado"
92,83;100;33,2;47,9;4,1;3,1;53,5;62,2;14,14;5,4;1,05;42;10,01;222,91;220,29;51,09;56,17;32,36;14,71;94,06;83,43;18,09;0,03;64,92;1062,89259996936;5,76576576576577;"Grave"
100;100;32;63,7;3,7;3,2;28,5;50,6;15,79;3,65;0,27;38,2;15,79;393,02;101,18;72,53;79,04;68,43;53,92;98,85;92,42;26,94;0,7;67,81;1839,79241650624;1,91082802547771;"Moderado"
87,69;92,51;32,2;42,2;4,4;3,6;61,3;74,7;19,3;6;4,37;20,92;7,17;115,64;210,88;66,74;87,63;13,57;11,06;84,19;68,18;47,07;1,07;93,22;5993,56765449116;0,996550402453047;"Grave"
100;100;20,5;46,4;5,1;3,1;44,5;77;33,33;1,37;2,88;21,05;0;248,61;70,36;31,7;50,27;11,53;7,15;94,6;86,98;70,75;0,02;100;13637,2529837605;0,573888091822095;"Grave"
100;100;26,9;49,6;3,7;2,8;49,2;79,2;0;2,74;3,91;43,88;3,53;291,75;161,58;76,38;59,45;17,3;13,48;99,66;97,07;27,97;0,36;100;8987,09603745575;0,508259212198221;"Grave"
99,82;96,34;37,4;47,9;4,6;3,2;29,6;90,5;22,06;1,79;0,65;33,92;1,92;199,62;54,95;62,4;54,43;25,98;21,39;93,96;86,51;6,86;0,17;64,97;18552,0661157025;0,178189593727726;"Grave"
100;100;28,5;36,4;3,4;2,8;41,7;64,7;4,76;2,76;1,3;34,42;9,94;201,47;80,11;59,27;80,17;10,16;7,89;94,44;83,6;6,57;0,34;100;11363,4204275534;0,418060200668896;"Grave"
100;100;31;36,9;3,4;2,5;37,6;61,1;37,74;2,84;0,09;13,95;0;339,89;50,99;22,06;50,5;21,42;14,27;97,5;88,47;81;0,07;100;10998,7582047188;0,32258064516129;"Grave"
100;100;33,8;38,5;3,6;3,1;35,3;63,7;6,1;2,75;2,82;14,06;0;175,55;106,38;35,42;82,15;26,96;22,49;96,06;86,74;47,12;0,19;100;8115,54332874828;0,508474576271186;"Grave"
96,56;100;36;40,2;4,1;2,9;39;68,2;0;1,35;0,21;10,13;1,34;465,37;46,63;21,8;39,73;20,99;16,57;99,31;95,27;75,51;0,11;100;6206,49651972158;0;"Grave"
97,92;100;34,5;41,7;4,3;3,3;33,6;76,2;9,84;3,36;2,2;29,05;4,39;177,38;215,33;13,25;50,51;11,69;5,47;96,92;90,29;34,89;0,22;100;10051,7306640871;0,96234309623431;"Grave"
87,35;89,02;28,4;34,6;4,5;3,6;55,3;81,3;21,36;4,46;12,34;18,1;1,01;86,67;230,52;41,08;82,64;7,91;5,7;92,09;76,9;42,39;0,72;55,11;4274,64578075693;2,55765819041987;"Grave"
100;100;32;57,9;4;3,1;25,9;81,8;25,13;2,78;1,35;42,86;9,27;95,92;176,01;85,35;56,19;39,13;31,57;92,09;77,05;10,34;0,38;77,74;11499,568864153;0,886162235855487;"Grave"
100;100;27,4;35;4,1;3,6;44,5;82,9;10,13;2,38;5,99;41,69;4,38;170,87;118,47;87,37;40,17;34,63;19,72;96,23;84,63;6,48;0,19;96,49;5967,68715734317;1,21951219512195;"Grave"
100;100;27,1;47,2;2,7;2,7;30,1;62,1;25;1,26;0,59;11,54;1,05;232,55;28,31;85,15;40,06;19,56;10,2;99,26;89,9;47,09;0,26;100;7344,63276836158;1,70940170940171;"Grave"
87,38;93,47;25;35,1;4,8;3,8;56,9;87,1;17,82;4,13;5,5;19,09;2,42;157,79;391,92;30,33;41,67;9,34;5,29;95,08;87,29;46,28;0,18;96,14;8670,57529596176;0,878945265681182;"Grave"
99,21;95,8;35;34,1;3,8;3,1;39,6;58,6;6,67;2,61;2,48;24,19;1,81;295,45;71,7;78,48;80,68;48,97;38,18;95,85;87,16;29,54;0,7;81,87;8738,82820258193;0,284090909090909;"Grave"
100;100;38;51,5;3,6;3,6;19,9;73;36,5;2,87;2,38;27,47;2,65;343,69;36,71;28,37;98,32;23,16;21,39;97,28;92,31;61,17;0,2;100;19411,6469881929;0,446735395189003;"Grave"
100;100;20;32,4;4,9;4,6;31,5;43;37,04;2,72;1,01;13,24;1,25;142,04;63,86;41,7;91,3;40,7;39,22;82,86;60,98;100;0,77;100;3578,37417347336;4,34782608695652;"Severo"
100;100;25,4;23;4,4;3,8;55,4;47,4;0;3,72;1,84;14,19;0,52;134,37;248,25;21,49;83,97;18,33;16,21;82,52;65,52;98,92;0,1;100;6671,826625387;2,08816705336427;"Grave"
100;100;19,2;24,1;6;5,3;59,4;48,4;0;10,49;2,28;20,38;0,33;139,37;299,98;33,46;96,41;12,37;11,16;78;58,47;100;0,15;100;3256,73964175864;1,66666666666667;"Grave"
100;100;14,4;29,4;4,5;4,6;57;43,6;7,81;6,74;1,22;12,68;1,46;216,45;184,01;21,57;68,09;24,75;15,43;87,31;66,27;99,31;1,1;100;1196,20514230716;2,29885057471264;"Moderado"
92,1;100;16,7;31,3;5,6;5,1;61,6;49;18,02;7,4;7,84;41,34;5,66;112,47;283,6;19,07;45,69;5,71;2,88;79,12;59,99;100;0,06;100;6458,43118835134;1,81818181818182;"Grave"
100;100;14;23,7;5,1;4,7;54,8;49,4;6,1;5,23;1,43;25,21;3,2;232,85;280,5;13,2;63,29;17,22;9,09;87,29;72,18;99,75;0,23;100;3867,06328854241;2,91777188328912;"Grave"
100;100;18,7;32,4;5;4,3;31;47,9;0;2,92;1,34;17,65;0;125,07;132,29;38,66;99,11;42,08;26,78;75,5;54,26;100;0,1;100;2074,20391469471;1,40845070422535;"Moderado"
100;100;12,1;33,5;5,7;5;58,8;41,4;0;5,92;1,48;27,91;3,85;121,83;152,44;20,8;9,58;17,35;5,78;81,18;60,55;100;0,21;100;1269,57257723233;0;"Moderado"
100;100;21,9;37,2;4,4;3,8;49,8;45;0;3,41;0,44;11,86;1,87;140,89;87,09;52,58;93,6;53,66;47,59;79,65;63,85;100;0,44;100;3836,31713554987;1,33333333333333;"Grave"
100;100;17,8;34,5;4,5;4,5;14,3;11,7;17,7;6,28;1,26;32,92;10,2;80,76;112,15;41,88;14,36;41,93;12,99;79,91;53,95;100;0,95;100;785,377695273454;1,81818181818182;"Moderado"
100;100;14,6;23,6;5,9;5,7;45,5;49,2;41,24;6,1;2,47;43,09;11,12;48,97;329,74;34,44;97,48;20,01;19,03;63,74;39,48;100;0,32;100;5683,38702254947;1,417004048583;"Grave"
